name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
IHG,InterContinental Hotels Group PLC,LSE,150.90,USD,0.84,0.37,8.44,3.93,14.84,7.79,22.47,124.40,282.64,1690.96,2.51,2.92,147.34,142.72,138.12,138.80,131.64,62.53,6,STRONG_UP,NEUTRAL
KGH,KGHM Polska Miedz S.A.,GPW,372.40,PLN,-2.00,11.80,21.66,18.90,91.96,32.24,184.49,66.62,464.33,1484.68,4.52,4.13,336.52,318.24,302.80,305.37,236.72,68.40,6,STRONG_UP,NEUTRAL
AMUN,Amundi SA,EURONEXT,86.05,EUR,1.29,1.71,12.93,12.63,29.01,21.71,14.43,19.51,111.44,96.87,1.36,1.91,84.18,79.02,77.05,76.09,71.02,71.93,6,STRONG_UP,OVERBOUGHT
EMSN,EMS-CHEMIE HOLDING AG,SIX,666.50,CHF,0.60,-1.70,0.76,4.14,20.85,20.74,10.53,-19.75,39.44,548.66,1.59,1.60,666.95,659.28,643.14,620.28,601.02,54.78,6,STRONG_UP,NEUTRAL
KBX,Knorr-Bremse AG,XETR,103.60,EUR,0.88,-0.29,-0.29,-1.80,22.89,9.40,16.67,-0.29,29.34,29.34,2.29,2.92,101.42,101.37,101.09,101.45,93.26,55.65,6,STRONG_UP,NEUTRAL
BIRG,Bank of Ireland Group PLC,EURONEXT,16.75,EUR,0.42,-2.62,0.54,1.27,7.17,2.76,44.83,219.05,135.92,135.92,1.62,2.33,16.68,16.40,16.07,16.38,15.21,54.49,6,STRONG_UP,NEUTRAL
TIT,Telecom Italia S.p.A.,MIL,0.71,EUR,1.43,6.68,7.75,12.26,44.02,37.51,94.79,61.70,-15.08,-96.19,2.18,1.89,0.68,0.66,0.64,0.61,0.54,72.08,6,STRONG_UP,OVERBOUGHT
BOL,Bollore SE,EURONEXT,5.28,EUR,0.57,-2.50,7.65,9.94,11.57,10.45,-4.78,24.82,56.57,229.28,1.24,1.52,5.32,5.14,4.95,4.85,4.84,59.01,6,STRONG_UP,NEUTRAL
ELI,Elia Group SA/NV,EURONEXT,135.30,EUR,0.74,-2.66,-0.15,5.13,30.98,22.22,51.51,59.40,222.10,410.37,1.71,2.25,137.37,137.20,134.59,127.64,114.33,46.55,6,STRONG_UP,NEUTRAL
URW,Unibail-Rodamco-Westfield SE Stapled Secs Cons of 1 Sh Unibail Rodamco + 1 Sh WFD Unib Rod,EURONEXT,101.35,EUR,0.75,-2.78,-1.22,4.23,10.23,8.86,33.74,44.21,-56.73,-42.43,1.25,1.59,102.03,102.37,99.70,97.70,93.53,48.25,6,STRONG_UP,NEUTRAL
BMED,Banca Mediolanum SpA,MIL,19.58,EUR,1.90,1.93,3.82,10.75,3.11,0.56,34.11,147.85,175.00,1172.22,1.97,2.01,19.08,18.68,17.99,18.56,17.95,63.44,6,STRONG_UP,NEUTRAL
ASRNL,ASR Nederland N.V.,EURONEXT,67.50,EUR,1.50,2.58,8.45,10.47,14.64,10.80,18.92,80.10,230.07,230.07,1.39,1.48,65.59,63.65,61.51,61.35,59.87,73.10,6,STRONG_UP,OVERBOUGHT
CON,Continental AG,XETR,69.22,EUR,0.52,1.05,6.59,-5.28,8.09,1.91,21.28,-10.81,-46.18,579.19,2.16,2.96,67.22,65.37,63.97,66.60,63.21,59.42,6,STRONG_UP,NEUTRAL
IPN,Ipsen SA,EURONEXT,166.20,EUR,0.61,-3.99,-0.89,12.75,27.55,40.02,62.46,101.02,206.30,648.65,1.75,2.11,167.22,164.91,161.09,149.15,133.70,53.51,6,STRONG_UP,NEUTRAL
BCP,Banco Comercial Portugues S.A.,EURONEXT,0.94,EUR,1.56,1.26,4.40,6.30,14.72,4.68,55.33,497.70,126.30,-94.23,1.67,2.26,0.92,0.90,0.86,0.88,0.83,62.30,6,STRONG_UP,NEUTRAL
FBK,FinecoBank SpA,MIL,21.52,EUR,0.42,-2.89,1.51,9.60,0.23,-2.67,16.14,51.55,238.36,438.00,1.70,2.15,21.42,21.12,20.25,20.93,20.17,55.48,6,STRONG_UP,NEUTRAL
MAP,Mapfre SA,BME,4.24,EUR,0.52,0.47,2.07,11.42,3.17,-0.70,29.54,121.09,98.41,226.85,1.25,1.82,4.18,4.13,3.96,4.00,3.96,61.33,6,STRONG_UP,NEUTRAL
LOGN,Logitech International S.A.,SIX,81.20,CHF,1.53,1.27,13.03,13.57,-13.78,1.50,12.50,-14.76,461.94,201.30,3.61,2.90,80.43,76.75,74.86,74.74,80.89,59.82,6,STRONG_UP,NEUTRAL
VSURE,Verisure Plc,OMXSTO,11.84,EUR,4.32,7.64,25.82,-10.75,-26.09,-15.25,-18.90,-18.90,-18.90,-18.90,5.02,5.53,11.07,10.41,9.75,11.35,0.00,64.42,6,STRONG_UP,NEUTRAL
ING,ING Bank Slaski S.A.,GPW,412.80,PLN,4.30,1.72,-10.46,-1.36,24.34,20.88,31.88,135.62,249.09,511.56,3.50,3.31,394.20,421.80,410.03,394.71,358.59,51.71,6,STRONG_UP,NEUTRAL
UU.,United Utilities Group PLC,LSE,1383.00,GBX,0.22,-3.39,1.73,3.56,15.68,15.49,30.66,39.58,44.67,125.98,2.12,2.42,1405.65,1368.18,1349.06,1304.77,1236.67,52.41,6,STRONG_UP,NEUTRAL
ADM,Admiral Group plc,LSE,3274.00,GBX,3.22,0.09,-1.39,15.85,4.07,1.74,-1.33,11.82,77.55,1042.76,1.91,1.87,3267.20,3305.03,3240.14,3085.25,3197.08,49.96,6,STRONG_UP,NEUTRAL
RXL,Rexel SA,EURONEXT,37.84,EUR,1.34,-1.25,1.45,2.19,24.11,12.75,49.57,115.49,188.97,129.33,2.24,2.92,37.21,36.41,35.14,35.24,32.13,57.86,6,STRONG_UP,NEUTRAL
NDX1,Nordex SE,XETR,45.84,EUR,0.31,-4.62,-0.09,44.33,72.33,57.20,151.73,173.42,111.78,1543.09,3.80,4.68,47.48,46.28,45.22,39.15,31.38,48.45,6,STRONG_UP,NEUTRAL
SVT,Severn Trent Plc,LSE,3139.00,GBX,1.00,-2.33,-1.66,-0.95,13.94,12.35,22.09,25.06,40.20,421.43,1.89,2.59,3162.10,3158.30,3126.18,3038.16,2855.56,49.79,6,STRONG_UP,NEUTRAL
REC,Recordati S.p.A.,MIL,51.55,EUR,-0.48,2.99,5.52,8.68,-0.86,6.97,-0.29,16.74,116.44,5237.68,2.56,1.92,50.17,49.75,48.46,48.14,49.89,65.97,6,STRONG_UP,NEUTRAL
DPLM,Diploma PLC,LSE,6750.00,GBX,0.97,-6.57,0.82,23.83,29.16,26.74,58.42,148.71,783.01,6960.67,1.96,2.09,6913.00,6758.50,6253.30,5867.70,5638.25,51.87,6,STRONG_UP,NEUTRAL
AC,Accor SA,EURONEXT,44.54,EUR,1.16,-1.02,-0.56,-9.62,-3.49,-7.21,-6.57,37.38,15.39,298.65,1.66,2.60,43.44,43.63,42.87,45.25,44.43,55.95,6,STRONG_UP,NEUTRAL
GET,Getlink SE,EURONEXT,18.65,EUR,-0.05,-2.86,-4.21,5.37,17.67,18.64,10.68,38.35,66.52,-37.83,1.06,1.50,18.74,19.14,18.57,17.65,16.70,46.03,6,STRONG_UP,NEUTRAL
PUIG,"Puig Brands, S.A. Class B",BME,17.33,EUR,-0.23,-1.87,0.35,6.32,16.94,16.23,1.46,-32.04,-32.04,-32.04,1.96,2.39,17.48,17.62,16.86,16.45,15.64,47.39,6,STRONG_UP,NEUTRAL
LHA,Deutsche Lufthansa AG,XETR,8.06,EUR,-0.89,-3.29,3.33,-10.47,3.63,-4.66,23.17,3.14,-8.90,69.34,3.05,3.66,8.03,7.75,7.75,8.29,8.00,53.51,6,STRONG_UP,NEUTRAL
LI,Klepierre SA,EURONEXT,34.24,EUR,0.59,-1.55,-1.55,3.82,0.12,1.60,4.71,46.83,-15.81,1561.40,1.73,1.54,34.39,34.52,33.72,33.57,33.49,48.71,6,STRONG_UP,NEUTRAL
ACKB,Ackermans & van Haaren NV,EURONEXT,285.20,EUR,0.21,-3.91,1.13,6.58,25.64,22.61,26.08,108.48,149.74,835.08,1.36,1.83,287.32,280.61,275.47,264.09,243.17,54.60,6,STRONG_UP,NEUTRAL
NDA,Aurubis AG,XETR,210.80,EUR,0.86,8.88,16.40,30.04,92.16,69.59,163.99,174.26,358.61,1405.71,5.66,4.09,193.17,183.05,173.06,161.94,133.50,72.10,6,STRONG_UP,OVERBOUGHT
AYV,Ayvens,EURONEXT,11.44,EUR,0.70,-0.09,5.93,4.86,3.44,-0.09,30.89,-8.34,-12.31,-12.31,1.72,2.73,11.30,11.00,10.54,11.02,10.66,60.01,6,STRONG_UP,NEUTRAL
BNR,Brenntag SE,XETR,60.86,EUR,0.43,-1.90,5.04,3.50,22.36,22.58,1.47,-19.69,28.60,257.34,2.64,2.79,61.81,59.81,55.84,53.92,52.40,55.31,6,STRONG_UP,NEUTRAL
SDLF,Standard Life plc,LSE,761.00,GBX,1.81,-0.08,8.16,1.74,13.41,2.98,26.41,4.19,18.32,47.49,2.39,2.41,756.38,743.01,721.25,731.61,701.29,55.64,6,STRONG_UP,NEUTRAL
MNG,M&G Plc,LSE,308.00,GBX,0.75,0.65,4.94,-1.44,13.91,7.28,41.87,30.45,40.00,40.00,1.72,1.92,303.80,296.39,294.03,298.79,280.90,58.83,6,STRONG_UP,NEUTRAL
VOE,voestalpine AG,VIE,45.86,EUR,0.04,-0.78,7.91,3.94,33.08,22.55,87.95,25.99,63.20,376.47,2.62,3.49,44.90,42.77,41.69,41.71,36.41,60.11,6,STRONG_UP,NEUTRAL
TREL_B,Trelleborg AB Class B,OMXSTO,392.00,SEK,2.94,1.66,4.42,-2.00,1.08,-0.51,7.93,79.00,166.49,1016.57,1.86,2.27,384.90,378.20,368.96,377.71,374.58,57.16,6,STRONG_UP,NEUTRAL
MICC,Magnum Ice Cream Co. N.V.,EURONEXT,12.79,EUR,1.08,-0.16,5.29,-6.54,4.80,-5.85,4.80,4.80,4.80,4.80,2.66,3.17,12.72,12.19,12.56,13.32,0.00,55.67,6,STRONG_UP,NEUTRAL
SSAB_B,SSAB AB Class B,OMXSTO,84.12,SEK,2.59,-2.28,6.97,4.39,39.04,20.17,39.50,110.30,379.34,187.45,2.45,3.20,84.21,81.27,77.48,76.10,67.28,55.11,6,STRONG_UP,NEUTRAL
GTT,Gaztransport & Technigaz SA,EURONEXT,206.80,EUR,-0.10,-0.86,2.27,18.04,17.10,32.82,37.23,189.23,572.08,349.57,1.96,2.27,207.60,203.09,202.05,188.07,175.95,54.88,6,STRONG_UP,NEUTRAL
NKT,NKT A/S,OMXCOP,1056.00,DKK,7.26,10.29,14.16,24.09,48.84,32.25,103.08,339.31,643.21,1350.27,3.21,2.97,974.15,929.90,877.02,841.44,757.63,78.65,6,STRONG_UP,OVERBOUGHT
NEX,Nexans SA,EURONEXT,167.00,EUR,0.24,0.18,28.46,19.29,36.55,32.33,60.89,126.29,285.95,329.56,2.30,3.30,162.82,142.54,132.74,130.81,129.05,73.31,6,STRONG_UP,OVERBOUGHT
ANDR,ANDRITZ AG,VIE,74.50,EUR,1.78,-1.97,10.21,2.62,15.86,11.19,18.07,63.74,68.70,2880.00,1.83,2.13,74.21,69.29,67.35,69.14,65.60,61.78,6,STRONG_UP,NEUTRAL
FRO,Frontline Plc,OSL,345.50,NOK,-2.76,-2.62,4.10,20.97,36.72,56.05,88.39,431.05,431.13,60.70,3.83,4.16,348.07,339.22,334.72,299.78,262.74,53.08,6,STRONG_UP,NEUTRAL
UNI,Unicaja Banco S.A.,BME,2.75,EUR,1.10,0.00,-1.78,3.85,10.08,-0.65,45.76,210.61,135.21,135.21,1.47,2.27,2.73,2.73,2.64,2.70,2.56,53.88,6,STRONG_UP,NEUTRAL
STB,Storebrand ASA,OSL,177.10,NOK,0.45,0.17,2.25,-0.06,9.73,2.43,37.82,125.32,433.59,245.58,1.23,1.73,177.12,174.34,173.80,173.21,164.10,54.44,6,STRONG_UP,NEUTRAL
PIRC,Pirelli & C. S.p.A.,MIL,6.22,EUR,1.72,0.24,2.13,-3.49,2.52,5.90,2.08,32.31,-4.08,-4.08,2.26,2.40,6.08,6.03,5.94,6.08,6.03,58.53,6,STRONG_UP,NEUTRAL
BGN,Banca Generali S.p.A.,MIL,57.95,EUR,0.70,0.09,7.41,6.72,9.55,0.78,4.04,77.54,148.18,558.52,1.44,1.97,56.68,55.32,53.65,55.14,52.78,60.97,6,STRONG_UP,NEUTRAL
TKA,thyssenkrupp AG,XETR,10.76,EUR,3.31,-3.97,25.79,0.94,14.41,14.17,65.01,62.47,-15.90,145.21,4.52,5.43,10.44,9.22,8.88,9.71,8.86,62.60,6,STRONG_UP,NEUTRAL
VK,Vallourec SA,EURONEXT,27.54,EUR,2.30,12.73,17.19,50.00,62.86,73.81,55.81,159.62,-38.65,-11.63,5.25,3.56,25.17,24.07,22.36,20.00,17.93,71.87,6,STRONG_UP,OVERBOUGHT
KBCA,KBC Ancora SCA,EURONEXT,79.10,EUR,0.76,-1.62,1.93,3.53,7.77,7.47,29.25,107.07,170.71,-10.16,1.84,1.85,78.65,77.29,75.07,75.74,72.14,56.31,6,STRONG_UP,NEUTRAL
CDR,CD Projekt S.A.,GPW,260.00,PLN,1.52,-3.02,5.69,6.56,11.54,5.31,8.33,63.03,915.63,2729.20,2.58,3.52,262.82,264.40,255.56,253.38,253.11,46.98,6,STRONG_UP,NEUTRAL
SBMO,SBM Offshore NV,EURONEXT,35.42,EUR,1.08,-1.17,-4.22,19.18,46.61,43.87,87.41,142.02,221.85,196.28,3.02,2.66,35.84,35.71,34.69,31.63,27.18,50.00,6,STRONG_UP,NEUTRAL
INVP,Investec plc,LSE,608.00,GBX,0.75,-1.30,-4.55,-4.25,2.96,9.75,21.60,115.60,78.74,412.84,2.66,3.06,613.20,619.85,606.22,602.67,580.27,46.11,6,STRONG_UP,NEUTRAL
HUBN,Huber + Suhner AG,SIX,287.00,CHF,3.61,15.73,43.50,60.51,103.55,92.10,278.63,307.67,517.20,803.94,4.60,4.00,256.35,221.97,203.16,182.06,157.68,81.34,6,STRONG_UP,OVERBOUGHT
IGG,IG Group Holdings plc,LSE,1524.00,GBX,0.73,-1.74,1.43,13.31,37.17,15.72,40.72,76.29,104.15,1159.50,1.42,1.58,1526.55,1507.02,1457.77,1396.54,1255.73,55.90,6,STRONG_UP,NEUTRAL
SCR,SCOR SE,EURONEXT,31.72,EUR,1.93,0.70,-1.92,9.30,14.35,10.45,15.43,14.64,8.31,37.61,1.66,1.99,30.99,31.67,31.08,29.77,29.06,53.09,6,STRONG_UP,NEUTRAL
DLG,De'Longhi S.p.A.,MIL,36.64,EUR,-0.54,3.50,5.65,-1.24,7.76,-0.43,17.14,1.16,61.55,1108.77,4.14,2.74,34.98,33.84,33.33,35.50,33.53,63.89,6,STRONG_UP,NEUTRAL
BGEO,Lion Finance Group PLC,LSE,10940.00,GBX,1.67,-4.12,-0.55,11.29,37.61,17.63,63.65,887.36,650.71,1851.60,3.29,2.90,10974.00,10862.33,10497.90,10148.95,9038.92,51.98,6,STRONG_UP,NEUTRAL
ZAB,Zabka Group,GPW,22.90,PLN,1.42,-3.78,-0.87,3.20,-0.87,-0.43,-0.04,-0.43,-0.43,-0.43,2.35,2.87,23.10,23.53,22.52,22.45,22.22,45.80,6,STRONG_UP,NEUTRAL
SIGN,SIG Group AG,SIX,12.24,CHF,-0.08,-4.67,2.17,-4.38,46.41,4.79,-27.10,-47.01,3.29,3.29,2.48,3.10,12.67,12.01,11.89,11.81,11.14,50.98,6,STRONG_UP,NEUTRAL
AZM,Azimut Holding Spa,MIL,36.26,EUR,1.14,-3.31,2.34,4.29,11.74,1.45,34.80,75.00,112.95,1050.72,2.04,2.44,36.00,35.78,34.57,35.21,33.78,54.38,6,STRONG_UP,NEUTRAL
VPK,Royal Vopak NV,EURONEXT,46.50,EUR,0.56,6.31,7.79,7.09,22.89,22.37,22.56,20.81,-0.37,565.30,1.55,2.15,44.32,43.85,45.00,43.15,41.35,65.74,6,STRONG_UP,NEUTRAL
EDEN,Edenred SA,EURONEXT,21.49,EUR,0.89,-0.14,16.16,18.17,9.45,13.43,-22.11,-53.40,32.33,65.31,2.01,2.74,21.26,20.04,19.29,18.74,20.36,64.82,6,STRONG_UP,NEUTRAL
GL9,Glanbia PLC,EURONEXT,20.46,EUR,3.28,2.40,20.21,21.42,36.40,41.89,73.10,47.73,23.29,1282.43,2.04,2.28,19.71,18.03,17.69,16.75,15.50,76.49,6,STRONG_UP,OVERBOUGHT
BBY,Balfour Beatty plc,LSE,834.00,GBX,-0.30,-3.75,2.58,10.17,26.17,17.22,68.83,175.25,251.90,614.66,2.37,2.43,842.60,820.12,790.41,762.25,700.53,54.44,6,STRONG_UP,NEUTRAL
ABDN,Aberdeen Group plc,LSE,224.80,GBX,0.54,4.41,10.68,5.84,9.23,8.18,37.32,-16.89,-28.32,-8.24,2.72,2.48,216.80,208.11,204.17,208.76,203.55,67.23,6,STRONG_UP,NEUTRAL
ZEG,Zegona Communications Plc,LSE,1772.00,GBX,3.02,-1.45,-0.34,6.43,51.45,27.94,168.48,1193.43,1317.60,1295.28,4.36,3.89,1799.20,1770.53,1749.42,1655.41,1438.85,49.84,6,STRONG_UP,NEUTRAL
AZN,AstraZeneca PLC,LSE,13702.00,GBX,-0.46,0.13,-8.79,-8.57,1.77,-0.15,34.81,73.88,249.90,356.13,2.42,2.21,13573.20,14338.40,14345.36,14282.94,13356.11,43.03,5,UP,NEUTRAL
NOVN,Novartis AG,SIX,116.80,CHF,0.78,1.32,-3.47,-5.01,11.86,6.36,27.32,47.21,79.40,95.75,1.93,2.05,114.53,117.37,119.02,118.06,109.70,51.09,5,UP,NEUTRAL
SIE,Siemens Aktiengesellschaft,XETR,272.60,EUR,2.17,0.96,17.83,8.17,19.72,14.08,21.45,89.81,190.77,1765.47,2.50,2.93,263.47,243.98,233.58,241.11,237.25,70.18,5,UP,OVERBOUGHT
SAN,"Banco Santander, S.A.",BME,10.19,EUR,-0.88,-4.46,-3.32,-0.04,8.65,1.37,49.82,209.01,168.87,508.77,1.84,2.52,10.32,10.35,10.05,10.26,9.46,47.47,5,UP,NEUTRAL
ALV,Allianz SE,XETR,378.40,EUR,1.64,-3.72,-0.53,2.74,1.97,-3.00,7.74,73.86,173.11,224.13,1.44,1.65,379.01,380.93,369.82,374.53,367.53,49.97,5,UP,NEUTRAL
IBE,Iberdrola SA,BME,19.64,EUR,0.33,-0.71,-1.60,-1.92,9.69,6.89,29.73,74.53,222.73,493.36,1.40,1.55,19.63,19.91,19.70,19.36,18.06,47.02,5,UP,NEUTRAL
UBSG,UBS Group AG,SIX,36.22,CHF,3.87,4.14,11.45,10.49,17.64,-2.90,34.35,165.83,152.40,80.04,1.88,2.23,34.90,33.40,32.01,33.77,32.69,71.49,5,UP,OVERBOUGHT
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",BME,18.93,EUR,1.50,0.05,-4.47,-3.93,2.30,-5.14,42.83,283.87,246.17,42.97,2.03,2.60,18.66,19.01,18.73,19.57,18.24,51.04,5,UP,NEUTRAL
ISP,Intesa Sanpaolo S.p.A.,MIL,5.79,EUR,1.37,-3.47,1.26,-0.82,-2.16,-2.16,18.20,142.14,163.27,78.87,2.16,2.12,5.80,5.69,5.49,5.69,5.60,54.13,5,UP,NEUTRAL
EQNR,Equinor ASA,OSL,347.60,NOK,-1.05,-6.33,-9.01,27.94,43.87,46.23,43.16,97.28,154.65,382.78,2.45,3.78,357.17,365.58,356.45,303.99,274.39,46.54,5,UP,NEUTRAL
NG.,National Grid plc,LSE,1293.00,GBX,1.33,-0.11,-1.90,-4.33,10.42,13.62,28.72,51.27,39.77,199.32,2.35,2.09,1288.66,1295.51,1299.93,1271.62,1183.63,50.80,5,UP,NEUTRAL
ENGI,ENGIE S.A.,EURONEXT,27.50,EUR,0.36,-0.15,-4.84,4.64,24.77,22.71,56.61,116.37,109.84,-1.82,1.57,2.04,27.45,28.17,27.74,26.27,22.94,46.51,5,UP,NEUTRAL
LSEG,London Stock Exchange Group plc,LSE,9204.00,GBX,0.85,-1.14,0.11,20.71,5.79,2.24,-18.13,29.10,259.34,2290.65,3.01,2.64,9302.00,9333.07,9036.04,8706.80,8840.26,48.40,5,UP,NEUTRAL
EOAN,E.ON SE,XETR,18.47,EUR,-1.41,1.21,-4.94,0.27,22.08,14.40,25.77,74.02,153.53,267.35,2.20,2.12,18.35,18.91,18.97,18.22,16.98,47.21,5,UP,NEUTRAL
GLE,Societe Generale S.A. Class A,EURONEXT,67.68,EUR,1.74,-3.63,-5.63,-3.59,15.26,-0.76,42.72,158.37,106.34,135.71,2.07,2.76,67.97,69.22,67.67,69.43,63.11,47.08,5,UP,NEUTRAL
ARGX,argenx SE,EURONEXT,689.00,EUR,0.26,-0.58,1.15,-2.32,-9.75,-3.42,41.89,213.18,5970.48,8005.88,2.42,2.78,682.70,678.73,652.69,677.84,678.49,55.01,5,UP,NEUTRAL
RWE,RWE AG,XETR,56.66,EUR,-0.53,-3.84,-4.19,11.27,25.05,25.24,76.07,76.51,364.24,462.21,2.49,2.55,59.01,59.01,57.56,53.99,46.69,42.04,5,UP,NEUTRAL
FER,Ferrovial N.V.,BME,58.50,EUR,1.21,-3.62,-4.00,-5.28,6.13,6.29,34.02,138.68,226.63,760.50,2.44,2.35,59.07,59.09,57.86,58.22,54.72,48.55,5,UP,NEUTRAL
SAND,Sandvik AB,OMXSTO,360.30,SEK,0.08,-6.71,-8.85,-7.38,25.37,19.86,65.58,57.82,353.21,791.83,4.04,3.28,376.41,383.76,374.59,358.01,311.08,40.58,5,UP,NEUTRAL
GALD,Galderma Group AG,SIX,158.35,CHF,-3.09,-4.87,0.06,4.52,6.28,-3.45,57.88,159.59,159.59,159.59,2.41,2.61,164.08,158.93,154.45,154.56,148.85,48.14,5,UP,NEUTRAL
EBS,Erste Group Bank AG,VIE,97.55,EUR,0.62,-1.96,-7.54,-7.27,6.15,-5.20,36.43,201.08,320.29,770.32,2.30,2.81,97.08,99.71,97.23,101.12,93.92,47.45,5,UP,NEUTRAL
SCMN,Swisscom AG,SIX,678.00,CHF,0.67,1.04,0.30,2.49,15.50,17.81,27.68,36.50,39.42,5.94,2.17,1.69,667.35,665.75,682.91,655.61,618.35,56.60,5,UP,NEUTRAL
PST,Poste Italiane SpA,MIL,24.49,EUR,2.00,5.20,9.82,6.85,15.90,14.39,34.38,120.04,262.81,252.37,2.25,1.88,23.35,22.36,21.87,22.10,21.17,74.04,5,UP,OVERBOUGHT
BMPS,Banca Monte dei Paschi di Siena S.p.A.,MIL,9.51,EUR,0.21,0.39,16.09,14.32,8.59,2.23,13.18,-61.79,-99.19,-99.99,2.92,2.84,9.30,8.74,8.17,8.49,8.15,72.82,5,UP,OVERBOUGHT
ABN,ABN AMRO Bank N.V. Depositary receipts,EURONEXT,32.65,EUR,2.77,7.22,10.90,14.24,17.03,9.93,64.61,203.72,87.59,79.59,1.76,2.01,30.16,29.53,28.62,29.34,27.96,70.69,5,UP,OVERBOUGHT
IAG,International Consolidated Airlines Group SA,LSE,388.70,GBX,-0.72,-1.77,0.44,-9.56,-0.59,-6.13,19.60,99.05,15.87,30.29,4.28,3.62,386.98,383.02,374.33,399.58,395.59,51.83,5,UP,NEUTRAL
INDU_C,Industrivarden AB Class C,OMXSTO,478.90,SEK,0.02,-0.87,-2.54,-2.38,19.04,15.20,33.58,57.64,244.53,447.31,2.05,1.97,482.07,483.01,479.13,463.44,422.81,47.86,5,UP,NEUTRAL
KPN,Royal KPN NV,EURONEXT,4.60,EUR,0.72,-0.02,-3.89,-1.92,15.88,15.50,18.51,63.65,32.78,30.73,1.25,1.73,4.58,4.67,4.71,4.45,4.24,46.61,5,UP,NEUTRAL
SAB,Banco de Sabadell SA,BME,3.34,EUR,1.37,-0.71,1.40,4.18,3.83,-0.86,23.05,394.81,122.94,-12.55,1.78,2.28,3.30,3.25,3.17,3.22,3.24,56.73,5,UP,NEUTRAL
LGEN,Legal & General Group Plc,LSE,263.00,GBX,5.84,3.95,0.79,-2.74,10.37,0.50,10.32,-6.07,22.84,431.57,2.22,1.90,251.45,256.60,252.69,258.86,251.44,58.25,5,UP,NEUTRAL
BAER,Julius Baer Gruppe AG,SIX,67.94,CHF,1.95,5.33,13.84,5.76,15.70,8.18,16.74,20.67,72.31,44.58,1.98,2.07,65.46,62.69,61.63,63.27,59.77,71.30,5,UP,OVERBOUGHT
WISE,Wise Group plc Class A,LSE,1005.00,GBX,-0.50,-5.94,-4.69,13.56,9.18,12.67,-4.83,25.63,25.63,25.63,5.65,3.27,1052.14,1032.20,974.93,930.23,962.42,44.29,5,UP,NEUTRAL
ENX,Euronext NV,EURONEXT,140.80,EUR,1.29,-1.33,-3.63,13.82,11.30,9.83,-3.69,66.23,305.28,695.00,1.69,1.75,141.19,143.45,141.11,132.62,132.20,47.53,5,UP,NEUTRAL
RTO,Rentokil Initial plc,LSE,474.50,GBX,0.11,-5.18,-3.85,7.87,18.63,6.15,34.53,0.49,171.14,254.10,1.73,1.85,486.94,490.80,480.67,469.24,430.96,40.78,5,UP,NEUTRAL
KRX,Kingspan Group PLC,EURONEXT,75.25,EUR,0.40,-5.41,-1.38,-9.28,11.56,1.55,-6.98,-0.33,225.26,2750.38,2.75,2.83,77.43,77.23,76.13,76.11,72.86,43.65,5,UP,NEUTRAL
FGR,Eiffage SA,EURONEXT,133.65,EUR,0.60,-6.01,-5.21,-1.29,19.06,9.46,10.36,45.27,93.70,442.11,2.14,2.25,137.33,138.03,136.34,132.57,123.06,43.14,5,UP,NEUTRAL
YAR,Yara International ASA,OSL,526.00,NOK,-2.34,-4.71,-7.78,17.36,38.79,27.05,52.20,20.09,81.94,892.45,2.55,3.50,534.78,543.15,533.10,482.40,427.42,46.73,5,UP,NEUTRAL
EVO,Evolution AB,OMXSTO,640.20,SEK,0.79,1.27,6.74,16.06,0.22,1.46,-2.50,-53.78,1051.44,3369.92,2.93,3.00,635.86,624.98,603.94,594.17,670.81,56.71,5,UP,NEUTRAL
AGN,Aegon Ltd.,EURONEXT,7.27,EUR,0.80,1.03,6.25,12.60,7.10,9.22,19.84,79.16,64.57,-74.70,1.36,1.70,7.11,6.87,6.56,6.56,6.58,69.37,5,UP,NEUTRAL
SKF_B,SKF AB Class B,OMXSTO,234.20,SEK,0.86,0.90,-1.06,-8.80,-1.84,-4.80,11.42,4.74,61.85,588.82,1.97,2.57,233.62,233.79,231.24,240.30,240.05,50.29,5,UP,NEUTRAL
DIE,D'Ieteren Group SA/NV,EURONEXT,174.60,EUR,1.28,-5.52,3.07,-10.87,14.42,11.78,-7.28,97.29,341.69,898.28,1.37,2.38,176.37,174.36,172.34,174.93,168.67,49.12,5,UP,NEUTRAL
BNZL,Bunzl plc,LSE,2348.00,GBX,-0.34,-4.16,-0.25,8.30,6.44,12.78,-6.90,2.09,13.81,769.64,1.91,1.98,2398.10,2363.87,2306.52,2200.27,2263.50,47.61,5,UP,NEUTRAL
SMIN,Smiths Group Plc,LSE,2510.00,GBX,1.21,-3.61,-0.71,-4.05,0.72,5.73,23.77,61.41,133.49,345.62,1.72,2.10,2511.50,2502.80,2468.24,2507.12,2450.38,50.98,5,UP,NEUTRAL
ABVX,Abivax SA,EURONEXT,103.90,EUR,-0.95,-4.50,0.00,-0.67,17.53,-11.50,1789.09,383.26,889.52,365.92,3.62,4.01,104.21,101.75,100.83,102.79,91.58,52.99,5,UP,NEUTRAL
