name,description,exchange,close,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,SMA10,SMA30,SMA50,SMA100,SMA200,RSI,trend_score,trend_label,rsi_state
VTR,"Ventas, Inc.",NYSE,90.67,USD,0.35,5.06,7.95,5.81,16.71,17.19,41.98,66.40,36.08,5512.84,1.83,2.27,88.03,85.67,85.18,82.78,77.37,70.16,6,STRONG_UP,OVERBOUGHT
ON,ON Semiconductor Corporation,NASDAQ,113.22,USD,-2.16,7.55,57.81,59.35,140.52,104.91,146.39,206.23,1153.77,414.61,4.68,4.98,105.76,89.32,77.52,70.10,60.28,72.35,6,STRONG_UP,OVERBOUGHT
HPE,Hewlett Packard Enterprise Co.,NYSE,33.43,USD,4.24,11.32,35.02,44.31,48.71,37.69,86.08,104.59,261.80,210.95,4.30,3.71,30.53,27.83,25.70,24.06,23.59,75.04,6,STRONG_UP,OVERBOUGHT
EME,"EMCOR Group, Inc.",NYSE,919.86,USD,-0.34,-2.68,12.15,12.87,52.48,49.21,93.32,644.83,1857.15,45893.00,2.80,3.32,923.58,855.56,805.45,757.89,698.86,63.90,6,STRONG_UP,NEUTRAL
ADM,Archer-Daniels-Midland Company,NYSE,82.39,USD,-0.60,5.09,18.29,18.94,40.24,43.44,62.52,21.73,121.00,15753.99,2.16,2.90,78.94,73.37,72.17,68.56,64.34,73.85,6,STRONG_UP,OVERBOUGHT
CBOE,Cboe Global Markets Inc,CBOE,363.23,USD,-0.95,6.17,20.95,34.16,39.09,44.74,67.26,218.76,466.48,1007.39,3.14,2.86,347.93,315.89,304.03,287.67,266.48,74.87,6,STRONG_UP,OVERBOUGHT
IRM,"Iron Mountain, Inc.",NYSE,125.82,USD,-0.24,-4.68,11.46,21.44,39.12,51.59,29.76,194.59,231.54,3014.00,2.18,2.96,128.29,118.31,112.53,103.73,99.46,60.09,6,STRONG_UP,NEUTRAL
WAT,Waters Corporation,NYSE,339.50,USD,1.36,-3.27,4.19,3.29,-9.66,-10.46,-5.27,9.05,151.44,8878.51,3.69,3.85,338.14,323.67,313.37,339.45,336.97,56.04,6,STRONG_UP,NEUTRAL
CASY,"Casey's General Stores, Inc.",NASDAQ,891.15,USD,0.31,4.39,21.49,36.18,66.24,61.49,106.48,297.14,661.34,71191.66,1.81,2.36,864.33,798.44,753.97,689.44,613.70,76.52,6,STRONG_UP,OVERBOUGHT
EXR,Extra Space Storage Inc.,NYSE,144.50,USD,1.47,0.65,3.38,1.01,9.00,11.10,-1.11,-0.49,55.54,1032.45,1.42,2.10,142.78,141.16,139.37,140.10,139.44,56.80,6,STRONG_UP,NEUTRAL
TDY,Teledyne Technologies Incorporated,NYSE,639.00,USD,0.48,-0.83,-2.79,-4.54,27.46,24.56,29.93,50.93,587.54,7473.33,2.04,2.72,634.58,640.88,636.79,620.44,579.57,50.71,6,STRONG_UP,NEUTRAL
DOV,Dover Corporation,NYSE,215.65,USD,0.48,-5.39,-1.64,-8.08,19.16,10.49,16.47,42.77,309.41,35657.52,1.55,2.45,220.50,219.14,215.39,214.09,196.03,45.06,6,STRONG_UP,NEUTRAL
DOW,"Dow, Inc.",NYSE,38.63,USD,-0.54,2.88,-2.70,12.92,69.06,64.03,25.91,-44.48,-26.77,-26.77,2.77,3.83,39.00,39.02,38.35,33.32,28.25,50.00,6,STRONG_UP,NEUTRAL
FOX,Fox Corporation Class B,NASDAQ,60.05,USD,0.98,7.48,6.96,8.18,2.09,-7.54,17.93,62.47,55.57,55.57,3.25,2.47,57.84,56.86,55.23,57.99,56.84,64.08,6,STRONG_UP,NEUTRAL
FOXA,Fox Corporation Class A,NASDAQ,66.58,USD,0.17,6.76,7.02,9.19,2.22,-8.95,21.17,73.40,70.73,70.73,3.11,2.52,64.27,63.29,61.30,64.37,63.08,63.77,6,STRONG_UP,NEUTRAL
BG,Bunge Global SA,NYSE,125.74,USD,-0.22,0.37,2.71,2.70,30.30,40.96,52.25,39.28,106.81,685.88,1.89,3.00,126.15,125.26,124.39,116.82,102.36,51.19,6,STRONG_UP,NEUTRAL
ALB,Albemarle Corporation,NYSE,196.46,USD,-2.23,-5.10,3.40,13.55,80.40,36.65,214.41,20.90,155.74,2609.79,4.82,5.63,198.68,191.73,182.68,175.10,135.39,52.29,6,STRONG_UP,NEUTRAL
CHD,"Church & Dwight Co., Inc.",NYSE,96.36,USD,1.34,1.88,2.09,-4.18,13.28,15.37,2.88,8.45,99.57,38925.58,2.51,2.50,94.04,94.64,95.43,94.75,91.57,54.60,6,STRONG_UP,NEUTRAL
JBHT,"J.B. Hunt Transport Services, Inc.",NASDAQ,240.34,USD,1.07,-2.56,5.73,3.65,45.26,23.61,63.36,36.21,196.06,15489.55,2.41,2.99,241.94,238.75,226.13,219.52,187.73,52.04,6,STRONG_UP,NEUTRAL
AKAM,"Akamai Technologies, Inc.",NASDAQ,155.60,USD,-3.44,33.99,62.46,57.57,77.99,78.24,100.15,37.00,208.18,41.45,7.43,5.25,133.33,111.40,110.61,102.82,90.93,73.97,6,STRONG_UP,OVERBOUGHT
CPAY,"Corpay, Inc.",NYSE,333.39,USD,0.65,8.03,5.84,-4.60,18.18,10.52,-5.97,22.75,129.51,1233.56,4.04,3.42,322.15,317.04,311.36,318.07,308.32,59.56,6,STRONG_UP,NEUTRAL
WST,"West Pharmaceutical Services, Inc.",NYSE,304.57,USD,0.72,-3.40,16.61,21.73,15.01,10.65,40.69,-8.52,325.56,27354.20,3.35,3.12,311.26,287.76,269.59,262.66,262.61,57.61,6,STRONG_UP,NEUTRAL
EXPD,"Expeditors International of Washington, Inc.",NYSE,156.07,USD,0.18,2.05,8.75,-4.21,12.84,4.65,35.95,30.83,228.79,90706.74,1.84,2.50,152.17,148.58,146.52,150.84,139.39,60.58,6,STRONG_UP,NEUTRAL
VTRS,"Viatris, Inc.",NASDAQ,17.37,USD,0.00,3.52,25.23,7.96,60.39,38.96,98.06,8.70,-55.99,34640.00,3.29,3.38,16.51,14.97,14.43,14.14,12.23,77.46,6,STRONG_UP,OVERBOUGHT
IFF,International Flavors & Fragrances Inc.,NYSE,77.84,USD,0.46,-6.09,8.87,-1.32,16.65,15.27,2.06,-44.75,-38.31,1067.61,3.05,3.19,76.64,73.49,72.35,72.91,68.90,57.08,6,STRONG_UP,NEUTRAL
INCY,Incyte Corporation,NASDAQ,98.79,USD,-0.03,-0.89,3.16,-0.08,-5.53,0.55,63.07,19.79,35.18,5168.80,2.28,3.05,98.48,96.98,95.46,98.92,94.77,54.51,6,STRONG_UP,NEUTRAL
LUV,Southwest Airlines Co.,NYSE,40.15,USD,1.88,-4.11,-0.25,-23.10,23.35,-3.28,28.40,-35.50,-3.51,419308.75,2.43,3.77,40.00,39.68,39.84,43.14,38.03,50.93,6,STRONG_UP,NEUTRAL
LNT,Alliant Energy Corporation,NASDAQ,72.52,USD,0.30,0.67,0.01,5.58,7.42,11.55,19.87,27.03,97.15,1289.60,1.05,1.74,72.65,72.55,71.99,69.79,68.07,51.57,6,STRONG_UP,NEUTRAL
FTV,Fortive Corp.,NYSE,59.98,USD,0.94,-1.20,2.47,1.66,16.51,8.40,8.51,13.23,121.43,121.43,1.73,2.39,60.15,59.95,58.11,57.19,53.57,51.58,6,STRONG_UP,NEUTRAL
BEN,"Franklin Resources, Inc.",NYSE,32.17,USD,0.42,2.93,24.47,16.66,44.74,34.17,46.85,-6.41,-8.46,13333.85,2.25,2.98,31.02,28.03,26.52,26.27,24.96,77.59,6,STRONG_UP,OVERBOUGHT
TXT,Textron Inc.,NYSE,92.06,USD,0.74,-0.99,-0.95,-6.08,13.87,5.19,20.78,36.24,145.74,1279.75,2.12,2.65,91.89,90.93,90.82,92.29,87.09,52.37,6,STRONG_UP,NEUTRAL
GNRC,Generac Holdings Inc.,NYSE,267.18,USD,-0.03,-0.61,29.31,22.14,77.04,93.63,107.92,-10.53,656.66,2640.26,3.18,3.73,265.91,231.06,219.72,199.57,186.84,73.37,6,STRONG_UP,OVERBOUGHT
IEX,IDEX Corporation,NYSE,212.28,USD,0.03,-2.90,3.75,-0.38,27.88,19.24,12.15,-5.06,160.72,7247.83,1.48,2.24,214.74,206.98,200.62,198.78,182.68,55.70,6,STRONG_UP,NEUTRAL
NDSN,Nordson Corporation,NASDAQ,280.88,USD,0.70,-2.47,0.86,-4.84,21.22,16.46,39.64,36.37,263.56,21414.37,1.52,1.97,282.37,279.26,274.90,273.79,250.99,51.09,6,STRONG_UP,NEUTRAL
NWS,News Corporation Class B,NASDAQ,30.65,USD,-0.10,1.83,6.29,14.28,3.27,3.41,-6.04,22.11,153.31,101.51,3.13,2.50,30.49,29.81,28.88,28.82,30.15,57.80,6,STRONG_UP,NEUTRAL
EG,"Everest Group, Ltd.",NYSE,348.02,USD,0.01,-0.87,4.63,4.64,6.12,2.91,0.37,28.35,89.54,1756.11,1.92,2.32,350.44,344.44,336.05,334.32,333.82,53.49,6,STRONG_UP,NEUTRAL
DVA,DaVita Inc.,NYSE,198.38,USD,0.14,2.09,31.56,37.44,60.76,74.51,37.59,60.10,163.10,5567.97,2.52,3.54,184.75,161.65,157.74,141.89,134.85,80.33,6,STRONG_UP,OVERBOUGHT
RVTY,"Revvity, Inc.",NYSE,96.68,USD,1.76,-3.40,4.52,-3.64,4.30,-0.53,0.51,-32.63,77.20,2818.64,4.26,4.46,95.44,91.63,90.07,96.54,94.34,56.87,6,STRONG_UP,NEUTRAL
AES,AES Corporation,NYSE,14.44,USD,0.07,0.70,0.42,-12.06,7.12,-0.48,15.89,-42.56,29.16,340.69,0.56,0.50,14.35,14.41,14.30,14.67,14.16,53.10,6,STRONG_UP,NEUTRAL
FRT,Federal Realty Investment Trust,NYSE,114.61,USD,0.42,-1.40,5.54,6.13,17.22,15.36,19.20,1.25,-26.32,3617.06,0.94,1.45,115.29,111.68,109.17,106.45,102.14,59.39,6,STRONG_UP,NEUTRAL
XOM,Exxon Mobil Corporation,NYSE,151.88,USD,0.20,3.46,1.21,-1.31,28.22,26.47,39.51,150.87,70.26,6943.48,1.53,2.20,150.49,151.96,154.80,145.76,129.63,50.33,5,UP,NEUTRAL
JNJ,Johnson & Johnson,NYSE,230.12,USD,-0.13,2.38,-2.08,-4.31,18.01,11.27,54.79,35.05,102.95,36719.61,1.61,1.75,225.17,231.07,234.76,230.41,208.89,51.41,5,UP,NEUTRAL
UNH,UnitedHealth Group Incorporated,NYSE,398.65,USD,-0.62,8.73,27.57,43.32,21.93,20.48,24.02,-2.60,209.63,275726.14,2.46,2.40,380.10,345.40,318.17,314.31,319.85,82.56,5,UP,OVERBOUGHT
PM,Philip Morris International Inc.,NYSE,189.28,USD,0.73,11.40,18.18,1.73,21.92,18.10,15.81,94.11,87.70,278.55,3.15,2.79,176.39,165.95,166.49,170.22,164.67,74.47,5,UP,OVERBOUGHT
MRK,"Merck & Co., Inc.",NYSE,113.08,USD,-0.33,-0.38,-5.00,-4.98,22.64,7.15,45.98,50.74,120.55,7473.05,1.69,2.43,112.58,115.20,115.87,114.61,101.25,47.27,5,UP,NEUTRAL
QCOM,QUALCOMM Incorporated,NASDAQ,204.35,USD,-4.14,7.17,54.58,45.07,18.96,17.58,34.51,58.06,298.19,38984.76,7.82,6.76,201.15,158.90,147.78,151.90,158.77,64.12,5,UP,NEUTRAL
PANW,"Palo Alto Networks, Inc.",NASDAQ,226.16,USD,-0.71,18.55,38.44,36.01,11.97,22.38,17.90,301.62,932.33,2360.55,4.86,3.86,202.09,181.26,173.76,173.44,185.28,80.68,5,UP,OVERBOUGHT
ANET,"Arista Networks, Inc.",NYSE,143.68,USD,2.13,-3.71,-6.70,4.12,13.08,7.18,44.91,608.28,3312.83,4060.87,4.39,4.48,150.94,155.55,146.04,140.05,139.14,42.77,5,UP,NEUTRAL
BLK,"BlackRock, Inc.",NYSE,1102.44,USD,0.76,2.49,4.99,1.67,4.00,2.89,14.84,28.65,217.15,7774.57,1.74,2.17,1075.93,1043.79,1010.50,1051.03,1080.34,66.55,5,UP,NEUTRAL
GILD,"Gilead Sciences, Inc.",NASDAQ,133.45,USD,0.30,-2.23,-3.48,-13.02,6.92,8.95,32.22,94.87,61.37,24655.92,2.58,2.36,133.45,135.13,137.69,137.31,127.78,47.20,4,UP,NEUTRAL
CRWD,"CrowdStrike Holdings, Inc. Class A",NASDAQ,560.48,USD,-0.37,15.30,38.51,33.80,7.28,18.24,26.66,195.36,782.65,782.65,4.28,3.80,511.45,454.68,438.79,437.12,459.71,78.00,5,UP,OVERBOUGHT
HON,Honeywell International Inc.,NASDAQ,218.38,USD,0.19,0.70,-6.37,-10.65,10.04,11.59,7.12,1.72,114.28,2682.96,1.69,2.31,215.12,221.58,224.99,223.88,211.34,48.38,5,UP,NEUTRAL
VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,452.26,USD,-0.18,6.38,3.90,-2.11,2.78,-0.46,4.69,109.75,453.97,9950.22,2.53,2.21,434.94,435.66,445.16,456.29,434.83,60.47,5,UP,NEUTRAL
CME,CME Group Inc. Class A,NASDAQ,296.12,USD,-0.34,2.75,-0.69,-1.53,3.90,8.77,10.18,36.00,214.52,3696.41,2.16,2.07,288.47,291.80,297.56,293.68,282.24,56.30,5,UP,NEUTRAL
CDNS,"Cadence Design Systems, Inc.",NASDAQ,353.00,USD,-0.44,-1.40,20.35,18.17,13.20,11.82,11.37,186.83,1383.19,19084.78,2.31,3.41,354.84,322.31,308.32,306.79,322.93,63.65,5,UP,NEUTRAL
SNPS,"Synopsys, Inc.",NASDAQ,508.02,USD,-0.25,0.34,19.58,15.91,30.91,6.07,-0.85,114.81,954.86,7030.11,2.05,3.02,506.18,464.52,445.98,457.05,475.18,65.80,5,UP,NEUTRAL
ELV,"Elevance Health, Inc.",NYSE,398.28,USD,-0.34,6.94,25.30,20.75,20.81,13.55,3.72,1.02,194.13,1866.81,2.84,2.90,381.23,346.42,323.98,335.08,329.25,80.48,5,UP,OVERBOUGHT
MNST,Monster Beverage Corporation,NASDAQ,85.73,USD,-0.23,11.76,14.66,5.80,20.15,11.82,42.34,88.31,246.38,131581.62,2.94,2.25,81.15,77.57,76.40,78.27,72.91,70.47,5,UP,OVERBOUGHT
ABNB,"Airbnb, Inc. Class A",NASDAQ,133.89,USD,0.69,-4.70,2.60,12.00,10.73,-1.51,-3.22,-2.75,-8.29,-8.29,4.12,3.17,138.15,136.82,134.02,132.54,128.26,43.44,5,UP,NEUTRAL
CI,Cigna Group,NYSE,300.00,USD,-0.24,5.89,9.55,1.79,10.29,8.44,-1.72,13.61,133.81,5067.57,2.14,2.61,288.03,281.20,275.25,277.81,281.79,66.04,5,UP,NEUTRAL
EMR,Emerson Electric Co.,NYSE,137.72,USD,-0.03,-6.91,-5.30,-11.57,8.65,3.37,13.49,43.86,164.85,6697.56,2.16,2.77,139.39,140.51,137.27,141.98,137.44,47.04,5,UP,NEUTRAL
APO,Apollo Global Management Inc,NYSE,133.29,USD,1.29,3.04,19.23,4.82,5.67,-8.08,-8.83,132.95,699.61,612.81,3.09,3.45,130.78,122.20,116.83,125.16,129.68,65.09,5,UP,NEUTRAL
DDOG,"Datadog, Inc. Class A",NASDAQ,200.34,USD,-2.42,6.57,81.72,52.87,10.58,45.97,69.72,156.39,396.51,396.51,5.07,5.35,177.35,140.95,134.31,129.91,139.64,79.67,5,UP,OVERBOUGHT
ROST,"Ross Stores, Inc.",NASDAQ,214.53,USD,1.31,-6.60,-2.64,10.27,33.16,18.79,44.09,66.11,296.02,38574.89,3.31,2.20,222.00,223.48,218.95,205.25,181.18,41.21,5,UP,NEUTRAL
GM,General Motors Company,NYSE,76.64,USD,1.09,-2.77,-2.53,-4.45,7.40,-5.86,52.18,37.25,151.28,118.97,2.75,2.69,76.77,77.18,76.08,79.00,71.34,48.58,5,UP,NEUTRAL
TRV,"Travelers Companies, Inc.",NYSE,298.96,USD,1.34,-0.44,-0.17,-1.00,3.61,3.59,12.42,87.60,166.31,6637.24,1.65,1.88,299.56,300.57,299.46,295.15,285.70,48.35,5,UP,NEUTRAL
URI,"United Rentals, Inc.",NYSE,947.50,USD,1.31,-1.95,21.81,7.86,12.46,16.89,31.57,178.82,1471.05,6434.48,2.02,3.09,943.07,867.95,821.20,845.51,871.35,61.78,5,UP,NEUTRAL
F,Ford Motor Company,NYSE,13.90,USD,2.43,13.73,11.11,0.00,5.46,5.46,31.50,17.60,5.14,689.64,5.16,3.20,12.33,12.33,12.12,12.91,12.59,70.18,5,UP,OVERBOUGHT
TGT,Target Corporation,NYSE,122.09,USD,0.51,-5.53,3.65,6.19,35.68,24.70,25.81,-42.64,66.00,16585.02,3.01,2.77,125.06,125.35,122.31,115.36,104.38,45.15,5,UP,NEUTRAL
NDAQ,"Nasdaq, Inc.",NASDAQ,90.51,USD,0.33,1.48,4.70,11.82,3.75,-6.93,11.44,65.37,327.47,1710.20,1.74,2.45,89.74,88.54,87.35,89.91,90.41,57.76,5,UP,NEUTRAL
XEL,Xcel Energy Inc.,NASDAQ,80.00,USD,0.11,-0.55,0.00,2.29,-0.22,8.37,17.80,13.02,92.35,994.02,1.67,2.05,80.60,80.40,80.22,78.68,77.78,48.76,5,UP,NEUTRAL
XYZ,"Block, Inc. Class A",NYSE,70.69,USD,1.30,-1.52,9.09,33.23,15.83,7.56,18.59,-65.52,660.11,531.16,3.44,3.46,71.65,68.78,65.63,63.56,67.93,53.82,5,UP,NEUTRAL
MSCI,MSCI Inc. Class A,NYSE,572.50,USD,0.28,-1.62,3.47,11.57,0.09,0.16,1.39,23.53,660.49,2389.13,2.29,2.50,581.71,574.18,563.38,567.94,564.43,47.28,5,UP,NEUTRAL
KDP,Keurig Dr Pepper Inc.,NASDAQ,29.43,USD,0.41,3.48,14.03,-0.93,8.56,5.79,-10.82,-18.36,92.90,530.33,1.88,2.67,28.94,27.59,27.37,27.88,28.28,64.65,5,UP,NEUTRAL
PCG,PG&E Corporation,NYSE,16.55,USD,-0.28,2.63,-6.42,-3.98,-0.46,2.25,-2.45,53.56,-71.99,-6.74,1.91,2.38,16.36,17.00,17.34,16.93,16.24,45.40,5,UP,NEUTRAL
UAL,"United Airlines Holdings, Inc.",NASDAQ,97.23,USD,1.60,-4.02,0.62,-15.40,2.35,-13.65,17.65,76.75,119.38,123.52,2.14,3.74,96.10,94.67,93.42,102.34,101.00,53.72,5,UP,NEUTRAL
CNC,Centene Corporation,NYSE,58.67,USD,-0.24,6.69,56.08,45.22,63.06,42.47,-2.14,-15.35,107.17,4833.68,3.65,4.37,55.93,45.59,41.55,42.25,38.02,82.75,5,UP,OVERBOUGHT
EIX,Edison International,NYSE,70.86,USD,0.34,3.70,-1.67,5.35,20.04,17.38,26.40,21.44,-0.52,695.62,1.53,2.22,69.74,70.81,71.12,67.91,62.02,53.53,5,UP,NEUTRAL
VRSN,"VeriSign, Inc.",NASDAQ,295.05,USD,-0.03,7.40,9.25,37.23,17.60,21.38,7.13,33.91,248.22,5657.07,2.88,2.85,282.73,274.70,261.95,249.71,256.16,72.23,5,UP,OVERBOUGHT
AVB,"AvalonBay Communities, Inc.",NYSE,186.95,USD,0.26,0.47,10.46,3.68,4.98,3.30,-8.17,-5.70,0.51,795.58,1.20,1.88,185.52,176.94,173.31,175.91,180.85,67.28,5,UP,NEUTRAL
CINF,Cincinnati Financial Corporation,NASDAQ,164.31,USD,0.64,2.75,0.66,0.34,-1.10,0.61,11.04,36.23,142.70,8859.61,1.36,1.92,162.06,163.22,162.26,162.97,160.42,54.41,5,UP,NEUTRAL
EQR,Equity Residential,NYSE,66.19,USD,0.55,0.08,9.03,1.91,11.00,6.21,-4.02,-10.61,-4.16,377.05,1.06,1.93,65.83,63.27,61.94,62.22,62.45,66.14,5,UP,NEUTRAL
FSLR,"First Solar, Inc.",NASDAQ,229.50,USD,-2.17,4.84,13.55,-0.27,-6.10,-13.68,20.49,218.31,369.81,836.73,4.70,4.98,222.04,204.23,200.38,219.75,223.85,63.88,5,UP,NEUTRAL
NTAP,"NetApp, Inc.",NASDAQ,121.42,USD,2.40,8.19,23.44,19.28,12.22,12.80,21.46,55.18,427.93,11162.61,3.14,3.18,115.39,107.85,105.24,104.06,109.36,71.89,5,UP,OVERBOUGHT
LYB,LyondellBasell Industries NV,NYSE,73.35,USD,-0.53,2.67,-1.78,23.60,61.92,68.31,22.17,-35.65,-9.50,229.66,2.27,3.57,74.05,73.52,73.46,62.46,55.72,50.71,5,UP,NEUTRAL
KEY,KeyCorp,NYSE,21.21,USD,2.22,-4.67,-2.35,-6.27,20.99,2.81,27.77,-8.85,81.28,1145.36,1.84,2.16,21.55,21.59,20.79,21.14,19.77,46.96,5,UP,NEUTRAL
NI,NiSource Inc,NYSE,47.15,USD,0.20,-0.50,0.07,4.49,10.54,12.90,24.69,83.37,95.46,723.86,1.26,1.88,47.40,47.66,47.17,45.58,43.99,46.98,5,UP,NEUTRAL
SBAC,SBA Communications Corp. Class A,NASDAQ,207.54,USD,-0.06,-4.92,-5.60,7.10,6.36,7.99,-7.61,-27.89,107.25,2190.10,2.72,2.65,215.52,216.33,201.96,196.33,198.21,44.08,5,UP,NEUTRAL
DGX,Quest Diagnostics Incorporated,NYSE,191.97,USD,0.58,2.01,-0.16,-9.36,2.72,10.76,10.21,41.35,152.59,5019.07,1.88,2.52,190.52,194.28,195.80,192.82,187.34,47.40,5,UP,NEUTRAL
FFIV,"F5, Inc.",NASDAQ,364.10,USD,1.87,6.31,21.37,29.56,54.19,42.32,28.66,102.52,244.79,7004.29,2.59,3.13,346.79,319.53,306.63,288.76,290.40,75.28,5,UP,OVERBOUGHT
MRNA,"Moderna, Inc.",NASDAQ,50.16,USD,-0.52,-2.96,-0.85,25.04,105.28,68.15,96.40,-68.45,128.00,128.00,9.77,6.97,49.78,50.73,51.45,46.74,36.48,49.24,5,UP,NEUTRAL
PKG,Packaging Corporation of America,NYSE,219.22,USD,0.46,-3.44,3.96,-10.69,10.62,6.44,16.26,41.80,235.61,1726.83,2.26,2.99,221.26,214.06,214.13,218.90,211.90,52.51,5,UP,NEUTRAL
SNA,Snap-on Incorporated,NYSE,368.88,USD,0.62,-4.78,-3.28,-3.97,10.86,7.06,13.30,45.10,128.00,6047.95,1.47,2.68,373.76,376.70,372.36,370.70,353.15,45.47,5,UP,NEUTRAL
ESS,"Essex Property Trust, Inc.",NYSE,272.25,USD,0.11,1.93,8.73,2.93,7.25,5.11,-2.93,-5.90,19.08,1305.16,1.49,2.11,267.45,258.40,253.98,254.72,257.61,68.29,5,UP,NEUTRAL
KIM,Kimco Realty Corporation,NYSE,23.16,USD,0.35,-2.65,0.13,5.03,12.81,14.48,9.35,8.94,-19.42,421.09,1.16,1.50,23.44,23.43,23.19,22.32,21.79,44.81,5,UP,NEUTRAL
NWSA,News Corporation Class A,NASDAQ,26.76,USD,0.38,2.14,7.21,14.75,2.02,2.37,-5.01,-0.78,129.50,75.13,2.99,2.68,26.47,25.86,25.22,25.23,26.49,60.44,5,UP,NEUTRAL
REG,Regency Centers Corporation,NASDAQ,76.89,USD,0.29,-2.30,-1.61,-0.29,9.94,11.97,6.48,20.23,-0.66,299.43,1.05,1.51,77.97,78.73,77.77,75.38,73.15,40.82,5,UP,NEUTRAL
DOC,"Healthpeak Properties, Inc.",NYSE,19.67,USD,0.61,0.87,19.21,15.71,13.11,22.63,14.56,-41.18,-42.35,11.13,2.01,3.27,18.68,17.31,17.21,17.09,17.46,74.55,5,UP,OVERBOUGHT
SOLV,Solventum Corporation,NYSE,74.67,USD,0.34,4.63,10.48,-8.85,-0.54,-5.77,2.28,-18.00,-18.00,-18.00,2.22,2.74,71.74,68.85,67.86,73.04,73.80,67.72,5,UP,NEUTRAL
IVZ,Invesco Ltd.,NYSE,28.55,USD,1.64,3.74,16.29,6.09,21.28,8.02,85.27,2.85,0.39,324.54,2.22,3.17,27.35,25.56,24.82,26.02,24.53,70.76,5,UP,OVERBOUGHT
AIZ,"Assurant, Inc.",NYSE,251.97,USD,3.86,7.05,14.03,15.36,10.37,5.15,24.71,56.75,189.86,960.95,2.37,2.46,239.00,230.47,225.27,229.66,222.73,72.49,5,UP,OVERBOUGHT
SWK,"Stanley Black & Decker, Inc.",NYSE,78.67,USD,1.30,-3.53,8.41,-13.92,18.03,5.16,7.53,-63.58,-30.32,3484.93,2.90,3.92,78.74,75.08,73.63,78.21,74.96,54.56,5,UP,NEUTRAL
UDR,"UDR, Inc.",NYSE,37.60,USD,0.11,2.04,8.20,-6.40,7.92,2.82,-9.31,-18.95,3.64,1669.40,1.26,2.07,37.03,35.73,35.52,36.37,36.53,68.69,5,UP,NEUTRAL
JPM,JPMorgan Chase & Co.,NYSE,303.39,USD,1.05,-3.58,-2.07,-2.84,-1.34,-5.92,15.36,85.71,395.66,3075.02,1.87,1.91,306.13,307.88,300.26,306.37,305.35,47.40,4,UP,NEUTRAL
CVX,Chevron Corporation,NYSE,186.25,USD,0.13,2.57,-1.25,0.24,19.22,22.40,31.38,70.73,82.83,4630.16,0.99,1.96,186.78,188.73,193.01,181.87,168.03,46.07,4,UP,NEUTRAL
VZ,Verizon Communications Inc.,NYSE,47.32,USD,0.23,0.19,5.70,-3.23,14.52,16.07,10.63,-19.65,-6.80,485.21,1.61,2.12,47.45,47.13,48.47,46.13,44.04,48.75,4,UP,NEUTRAL
DIS,Walt Disney Company,NYSE,105.41,USD,0.49,-3.34,4.02,-2.33,-1.96,-7.08,-5.36,-38.96,4.98,37102.13,1.96,2.15,105.08,102.84,101.07,105.36,108.93,54.77,4,UP,NEUTRAL
AMGN,Amgen Inc.,NASDAQ,336.50,USD,0.01,1.85,-2.80,-8.23,-0.07,2.35,24.70,33.38,120.87,97791.76,1.79,2.08,331.40,341.76,348.77,349.95,326.17,46.28,4,UP,NEUTRAL
PFE,Pfizer Inc.,NYSE,26.00,USD,0.15,-1.92,-4.41,-5.97,1.29,4.08,13.74,-35.11,-16.71,5953.07,1.55,1.98,26.14,26.81,26.97,26.57,25.75,40.82,4,UP,NEUTRAL
COP,ConocoPhillips,NYSE,117.25,USD,-0.13,0.96,-3.61,5.43,29.93,25.25,26.06,109.11,167.76,5451.81,1.63,2.40,118.71,121.89,122.95,112.81,102.49,43.75,4,UP,NEUTRAL
CB,Chubb Limited,NYSE,318.02,USD,0.64,-0.74,-2.89,-3.65,6.87,2.44,11.46,87.28,154.60,3262.33,1.62,1.84,321.31,326.09,326.13,321.83,302.38,40.60,4,UP,NEUTRAL
BMY,Bristol-Myers Squibb Company,NYSE,56.48,USD,0.15,0.06,-2.46,-5.87,17.00,6.14,20.91,-12.90,-20.93,2675.86,1.68,2.27,56.65,58.09,58.61,57.95,52.39,43.01,4,UP,NEUTRAL
PH,Parker-Hannifin Corporation,NYSE,887.22,USD,0.55,-1.91,-10.83,-11.32,6.51,0.64,31.03,176.43,704.07,26091.57,1.61,2.73,881.63,934.41,925.01,937.69,859.63,41.49,4,UP,NEUTRAL
SO,Southern Company,NYSE,93.15,USD,0.01,-0.38,-2.94,2.15,2.03,6.86,9.33,43.07,87.24,987.68,1.23,1.55,93.92,94.71,95.38,92.75,92.66,44.56,4,UP,NEUTRAL
GD,General Dynamics Corporation,NYSE,341.38,USD,0.01,-1.69,0.22,-2.10,-0.13,1.44,25.23,78.64,136.97,20708.23,1.29,2.14,345.89,338.24,343.83,348.67,340.40,50.65,4,UP,NEUTRAL
PNC,"PNC Financial Services Group, Inc.",NYSE,212.67,USD,1.34,-3.74,-3.62,-10.19,15.68,1.89,20.13,7.28,151.80,5691.86,2.14,2.23,217.13,219.84,213.75,217.79,205.90,42.42,4,UP,NEUTRAL
